BUSINESS NAME,BUSINESS OPEN DATE,BUSINESS STATUS,BUSINESS CLOSE DATE,NAICS CODE,NAICS CATEGORY,NAICS GROUP,FULL STREET NAME,CITY,STATE,LATITUDE,LONGITUDE
COMMERCE TITLE & ABSTRACT CO,01/01/1995,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),SILVERSIDE DR,BATON ROUGE,LA,-91.112733989169,30.395546934527
VOLUNTEER BATON ROUGE INC,10/24/1997,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.139366778233,30.450128077032
DAVID WADE MARINE INC,07/15/1997,O,,811000,Repair & Maintenance,OTHER SERVICES (I),PETROLEUM DR,BATON ROUGE,LA,-91.023278179861,30.34996147252
CHENEVERT TRUE VALUE HARDWARE,02/01/1986,O,,444000,Building Material & Garden Equip & Supplies Dealer,RETAIL TRADE (G),MONTERREY DR,BATON ROUGE,LA,-91.083967625022,30.475929178104
NOTIONS BOUTIQUE LLC,09/01/2022,O,,454100,Internet Sales Only,RETAIL TRADE (G),CHARING WAY AVE,BATON ROUGE,LA,-91.023833757312,30.405646427538
L A ALVAREZ INC,06/01/1994,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.076885799403,30.457059370055
L A ALVAREZ INC,06/01/1994,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),HIGHLAND RD,BATON ROUGE,LA,-91.123123008951,30.370132997231
L A ALVAREZ INC,06/01/1994,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),DRUSILLA LN,BATON ROUGE,LA,-91.0907618448,30.419003854944
L A ALVAREZ INC,06/01/1994,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),O'NEAL LN,BATON ROUGE,LA,-91.008817260791,30.457227912113
L A ALVAREZ INC,06/01/1994,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),JONES CREEK RD,BATON ROUGE,LA,-91.017788840157,30.398700596697
L A ALVAREZ INC,06/01/1994,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),HIGH ST,BATON ROUGE,LA,-91.158104229306,30.649641627982
L A ALVAREZ INC,06/01/1994,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052875833346,30.41160931084
DARREN LANDRY,07/28/1997,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),CHARINGTON AVE,BATON ROUGE,LA,-91.05884501653,30.445175684388
MERAZ DRYWALL LLC,05/04/2021,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),SIERRA VISTA DR,BATON ROUGE,LA,-91.078352618873,30.463513129474
KEANS THE CLEANER INC,08/04/1986,C,12/31/2014,812000,Personal & Laundry Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.075720166541,30.366983492309
THE CATO CORPORATION,01/20/2022,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),BLUEBONNET BLVD,BATON ROUGE,LA,-91.095879491451,30.380083877651
MIKE GLOVER CPA,05/01/1987,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",BROOKLINE AVE,BATON ROUGE,LA,-91.082982717597,30.428436498398
R B ELECTRIC CO,01/01/1950,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),O'NEAL LN,BATON ROUGE,LA,-91.006717999183,30.45509365736
HINTONS HEATING & AIR INC R,08/09/1972,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),N 32ND ST,BATON ROUGE,LA,-91.156848132436,30.464099384787
GREG EATON,04/01/1987,O,,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),NORTH BLVD,BATON ROUGE,LA,-91.187874827649,30.447287019265
HYDE & SCHOEN,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",FOUNDERS DR,BATON ROUGE,LA,-91.035011118547,30.343123525271
DAVID M DEITCH,05/01/1990,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),TIGER BEND RD,BATON ROUGE,LA,-91.008296589948,30.389339617829
FRANCISE HORTICULTSERV INC,09/10/1992,O,,111000,Crop Production,"AGRICULTURE, FORESTRY, FISHING & HUNTING (A)",PINE THICKET DR,BATON ROUGE,LA,-90.985685055362,30.390853138885
ASSOCIATES IN INTERIOR DESIGN LLC,07/15/1976,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),CROSSING BLVD,BATON ROUGE,LA,-91.03628860407,30.345588009586
DOWTY'S MACHINE WORKS INC,09/01/1974,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),PLANK RD,BATON ROUGE,LA,-91.133373566402,30.556123518825
JAMES MICHAEL DUBY,10/01/1971,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),OLD HAMMOND HWY,BATON ROUGE,LA,-91.107892008818,30.432350526604
NEWLY YOURS LLC,05/17/2021,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),O'NEAL LN,BATON ROUGE,LA,-91.006796038067,30.432343844541
PROFESSIONAL SERVICE INDUSTRIAL INC,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",INDUSTRIPLEX BLVD,BATON ROUGE,LA,-91.048454498201,30.384024748066
CIRCLE K STORES  INC,04/01/1988,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.111038150986,30.433832817477
CIRCLE K STORES  INC,04/01/1988,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.111038150986,30.433832817477
CIRCLE K STORES  INC,04/01/1988,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.111038150986,30.433832817477
RANDALL C. GARRETT,01/31/1995,O,,531000,Real Estate,FINANCE & INSURANCE,PERKINS RD,BATON ROUGE,LA,-91.16342430867,30.432935129656
JEANNIE FREY RHODES,01/01/1998,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.14544698895,30.418656385967
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),JACKSON AVE,BATON ROUGE,LA,-91.133307924327,30.466909239406
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),N FARRINGTON DR,BATON ROUGE,LA,-91.085141319147,30.481739403694
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),BIRMINGHAM DR,BATON ROUGE,LA,-91.025294679557,30.453250297127
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),LAKE WORTH DR,BATON ROUGE,LA,-91.114230072419,30.372378914551
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),SHERWOOD ST,BATON ROUGE,LA,-91.139590509997,30.490614124632
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),ELLEN DR,BATON ROUGE,LA,-91.130164088416,30.549265531299
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),CANYONLAND DR,BATON ROUGE,LA,-91.068719068479,30.483089958482
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),SUGAR BOWL AVE,BATON ROUGE,LA,-91.039808848099,30.491799287054
EDDY CYNTHIA ORCINO,01/13/1995,C,08/04/2007,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),BUCKINGHAM AVE,BATON ROUGE,LA,-91.047928124562,30.442916402107
S I CONSULTING INC,10/01/1991,O,,512000,Motion Picture & Sound Recording Industries,SERVICES,HIGHLAND RD,BATON ROUGE,LA,-91.139868066012,30.378428202943
GOTECH INC,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",BLUEBONNET BLVD,BATON ROUGE,LA,-91.099681580373,30.374250350786
LIVE MUSIC INC,02/15/1984,O,,443000,Electronic & Appliance Stores,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.069839403356,30.456269881142
STATISTICAL RESOURCES INC,01/01/1988,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.085077320131,30.372005100034
BREWBACHERS OF BATON ROUGE  IN,01/03/1983,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),DRUSILLA LN,BATON ROUGE,LA,-91.090138222991,30.419012616973
SCOTT M PECUE,01/03/1989,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),JUSTICE AVE,BATON ROUGE,LA,-91.047498242218,30.423840314596
LLOYD TURNER,10/12/1989,O,,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),WOODDALE BLVD,BATON ROUGE,LA,-91.113058416176,30.463599503809
WILLIAM V BOSCH III,01/01/1992,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",VALLEY CREEK DR,BATON ROUGE,LA,-91.138851249243,30.417834638142
REX D RAINACH,03/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",GOVERNMENT ST,BATON ROUGE,LA,-91.152568985656,30.44404273425
LANDSCAPE RESOURCES  INC,03/08/1996,O,,111000,Crop Production,"AGRICULTURE, FORESTRY, FISHING & HUNTING (A)",OLD HAMMOND HWY,BATON ROUGE,LA,-91.044778737789,30.44014425409
CLIFFORD COMEAUX JR,01/01/1988,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),FLORIDA ST,BATON ROUGE,LA,-91.186464327636,30.449500800951
RANDALL G WELLS,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",SHEFFIELD AVE,BATON ROUGE,LA,-91.122637250326,30.441042799079
BURNS & COMPANY REALTORS INC,02/01/1993,O,,531000,Real Estate,FINANCE & INSURANCE,MEMORIAL AVE,BATON ROUGE,LA,-91.035577678441,30.343042816296
JIMMY WHITE & CHRIS EVERETT,06/17/1997,O,,518000,Portals & Data Processing Services,SERVICES,BENNINGTON AVE,BATON ROUGE,LA,-91.139841523974,30.42034064697
MEGA SYSTEMS INC,05/01/1995,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),TRIPLE OAKS DR,BATON ROUGE,LA,-91.063350116855,30.356294120012
HEALTH MANAGEMENT SERVICES INC,12/01/1982,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",CORPORATE BLVD,BATON ROUGE,LA,-91.131744321487,30.425389413626
HEALTH MANAGEMENT SERVICES INC,12/01/1982,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",ESSEN LN,BATON ROUGE,LA,-91.103517078192,30.399321998655
LOGISTICS MGT RESOURCES INC,01/01/1997,O,,484000,Truck Transportation,TRANSPORTATION & WAREHOUSING (E),PERKINS RD,BATON ROUGE,LA,-91.063203109622,30.364924479869
ANDERSON DRYWALL INC,04/01/1991,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),CREEK HOLLOW RD,BATON ROUGE,LA,-90.984716417293,30.402086969423
THE ROYAL STANDARD INC,10/01/1996,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.046183220218,30.354626592598
THE ROYAL STANDARD INC,10/01/1996,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.159107041527,30.425932838137
INSTRUMENT PIPING TECHNOLOGIES LLC,07/01/1996,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),FIELDSTONE DR,BATON ROUGE,LA,-91.055183007732,30.390439512452
MARCH OF DIMES,06/01/1991,O,,713000,"Amusement, Gambling & Recreation Industries","ARTS, ENTERTAINMENT & RECREATION (I)",BRICKSOME AVE,BATON ROUGE,LA,-91.048673388738,30.425492171483
MARCH OF DIMES,06/01/1991,O,,713000,"Amusement, Gambling & Recreation Industries","ARTS, ENTERTAINMENT & RECREATION (I)",DRUSILLA LN,BATON ROUGE,LA,-91.084379988518,30.429170958568
RAGUSAS AUTOMOTIVE INC,04/01/1993,O,,811000,Repair & Maintenance,OTHER SERVICES (I),GOVERNMENT ST,BATON ROUGE,LA,-91.160322831195,30.443875217623
CNI WHOLESALE NURSERY INC,03/01/1993,O,,424000,"Merchant Wholesalers, Nondurable Goods",WHOLESALE TRADE (F),AUTOPLEX DR,BATON ROUGE,LA,-91.061041685295,30.403351382614
RUFUS H CRAIG JR,01/01/1995,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",S FOSTER DR,BATON ROUGE,LA,-91.138617261563,30.442447668398
ALL AMERICAN DIVING INC,05/01/1975,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),ONE CALAIS AVE,BATON ROUGE,LA,-91.097691413548,30.403724535913
CELIA CANGELOSI,01/01/1988,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",GOVERNMENT ST,BATON ROUGE,LA,-91.180576604205,30.443242731295
ERIC CHRIS,01/08/1998,O,,518000,Portals & Data Processing Services,SERVICES,BECKENHAM DR,BATON ROUGE,LA,-91.132706767769,30.388404530567
LOUISIANA REPROGRAPHICS INC,09/08/1983,O,,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),GOVERNMENT ST,BATON ROUGE,LA,-91.14129088824,30.444275132145
LOUISIANA REPROGRAPHICS INC,09/08/1983,O,,561000,Administrative & Support Services,ADMINISTRATIVE & SUPPORT SERVICES (I),GOVERNMENT ST,BATON ROUGE,LA,-91.14129088824,30.444275132145
ATLANTIC LENDING COMPANY LLC,04/01/1998,O,,521000,Monetary Authorities,FINANCE & INSURANCE,CONCORD AVE,BATON ROUGE,LA,-91.139795327721,30.417378982752
ALL TRUCK PARTS & EQUIP CO,10/01/1965,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),FLORIDA BLVD,BATON ROUGE,LA,-91.011243603087,30.466844181048
TONYS SEAFOOD LTD,11/05/1973,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.154405469734,30.497025018203
TONYS SEAFOOD LTD,11/05/1973,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.154405469734,30.497025018203
TONYS SEAFOOD LTD,11/05/1973,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.154405469734,30.497025018203
BATON ROUGE DIESEL PARTS INC,11/01/1978,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),S CHOCTAW DR,BATON ROUGE,LA,-91.04263896642,30.472645937108
BTB ENTERPRISES INC,10/31/1986,C,06/25/2000,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),JEFFERSON HWY,BATON ROUGE,LA,-91.109237698107,30.433646155863
JIMMY SIMIEN,01/01/1990,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",WRENWOOD BLVD,BATON ROUGE,LA,-91.10057718369,30.422240274989
LOUISIANA WATER CO,03/01/1983,O,,221000,Utilities,UTILITIES (E),GOODWOOD BLVD,BATON ROUGE,LA,-91.093498986601,30.44356232321
MAE MCDONALD,09/01/1996,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),N MALL DR,BATON ROUGE,LA,-91.066588467931,30.379780382377
LISA JANANI,09/01/1996,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),DELCOURT AVE,BATON ROUGE,LA,-91.082434681412,30.436703392857
LOUISIANA DENTAL PLAN INC,02/24/1989,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052048724215,30.419627024818
AVIS RENT A CAR SYSTEM LLC,10/01/1971,O,,532000,Rental & Leasing Services,FINANCE & INSURANCE,FLORIDA BLVD,BATON ROUGE,LA,-91.093618187175,30.452023119023
AVIS RENT A CAR SYSTEM LLC,10/01/1971,O,,532000,Rental & Leasing Services,FINANCE & INSURANCE,GENERAL CHENNAULT DR,BATON ROUGE,LA,-91.159986217881,30.534508174002
STEVEN H  BROOKSHER,01/01/1988,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),S ACADIAN THWY,BATON ROUGE,LA,-91.153094973258,30.439089346984
A A A AIR CONDITIONING SERV,03/01/1982,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),DALLAS DR,BATON ROUGE,LA,-91.110555689408,30.466681629892
LOUISIANA MEDICAL CLINIC INC,05/01/1994,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),AIRLINE HWY,BATON ROUGE,LA,-91.067716090062,30.412564429194
LOUISIANA MEDICAL CLINIC INC,05/01/1994,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),JEFFERSON HWY,BATON ROUGE,LA,-91.094986921306,30.419060580075
P AND S CONTRACTORS INC,01/01/1950,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),CHENE AVE,BATON ROUGE,LA,-91.03793059088,30.467634601678
TAM H PHAM,01/02/1999,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),HOOPER RD,BATON ROUGE,LA,-91.109412147338,30.529968103004
CECIL J CAVANAUGH,01/10/1991,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",GRANDEUR DR,BATON ROUGE,LA,-91.073919541385,30.43808425844
JACK L MANNO,01/01/1950,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),S CHOCTAW DR,BATON ROUGE,LA,-91.037730628605,30.472895765452
ROBERT E WILLIAMS JR,10/05/1998,O,,111000,Crop Production,"AGRICULTURE, FORESTRY, FISHING & HUNTING (A)",NASHVILLE AVE,BATON ROUGE,LA,-91.111874516502,30.502848708905
SURVEYS UNLIMITED RESEA ASSOC,01/01/1994,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),BELMONT AVE,BATON ROUGE,LA,-91.15989749108,30.433556981845
ROBERT ROTH JEWELERS INC,11/21/1991,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.109485971788,30.433651580226
PORT CITY TARPAULIN & SUPPLY I,07/01/1983,O,,326000,Plastics & Rubber Product Manufacturing,MANUFACTURING (D),N FOSTER DR,BATON ROUGE,LA,-91.141341579171,30.509699015958
BILL AND UYEN LLC,06/01/1994,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),GREENWELL ST,BATON ROUGE,LA,-91.130067211602,30.502692735447
GAUTHIER AMEDEE APLC,03/06/2023,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",MAIN ST,BATON ROUGE,LA,-91.182423458276,30.45145494273
JOHN B BRUMFIELD JR,11/01/1992,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",FRANCE ST,BATON ROUGE,LA,-91.1871097576,30.44298382929
WANDA MOORE,01/01/1987,O,,521000,Monetary Authorities,FINANCE & INSURANCE,N 38TH ST,BATON ROUGE,LA,-91.152933801322,30.472472502361
JUDY HOLLAND,03/16/1992,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",OLD HAMMOND HWY,BATON ROUGE,LA,-91.107892008818,30.432350526604
LUTHER R GORDON,04/01/1973,O,,811000,Repair & Maintenance,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.149723920992,30.420201373392
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),SORREL AVE,BATON ROUGE,LA,-91.180416520858,30.464717158785
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),PITTSBURG AVE,BATON ROUGE,LA,-91.18247674956,30.467284956762
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),CHIPPEWA ST,BATON ROUGE,LA,-91.186541991644,30.470562800246
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),DE QUEEN AVE,BATON ROUGE,LA,-91.181455910446,30.464704780934
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),SORREL AVE,BATON ROUGE,LA,-91.181952925956,30.463458374845
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),CHOCTAW DR,BATON ROUGE,LA,-91.131191695406,30.471440351628
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),SENECA ST,BATON ROUGE,LA,-91.183636034329,30.470797468201
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),N ARDENWOOD DR,BATON ROUGE,LA,-91.129351497636,30.474268509104
WILSON WAREHOUSE CO INC,01/01/1988,O,,493000,Warehousing & Storage,TRANSPORTATION & WAREHOUSING (E),SORREL AVE,BATON ROUGE,LA,-91.18108234011,30.468129676722
ALARM DEVICE CO INC,11/01/1978,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),CHANDLER DR,BATON ROUGE,LA,-91.148169738416,30.398130693934
JERRY GUILLOT,03/01/1991,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",RIVERBEND BLVD,BATON ROUGE,LA,-91.196675312813,30.387583656633
DIANE ALLEN,01/01/1950,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",GOODWOOD BLVD,BATON ROUGE,LA,-91.10945205673,30.441958437547
LOUIS JEROME STANLEY,01/01/1992,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",CHANTILLY AVE,BATON ROUGE,LA,-91.004140991679,30.402898827949
SUNQUEST PROPERTIES,01/01/1988,O,,531000,Real Estate,FINANCE & INSURANCE,HALLMARK DR,BATON ROUGE,LA,-91.164545336879,30.551583437293
LAWRENCE DODD,01/01/1988,C,12/31/2014,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",BLUEBONNET BLVD,BATON ROUGE,LA,-91.102416269052,30.369228192091
DONALD J PROCTOR,05/01/1992,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),MOLLYLEA DR,BATON ROUGE,LA,-91.042582232384,30.452466021104
AWEB SUPPLY CO INC,08/01/1984,O,,424000,"Merchant Wholesalers, Nondurable Goods",WHOLESALE TRADE (F),TOM DR,BATON ROUGE,LA,-91.113702415283,30.462011463224
LONG WANG,12/10/2017,C,07/31/2019,815000,Miscellaneous Other Services,OTHER SERVICES (I),CORPORATE BLVD,BATON ROUGE,LA,-91.11461063288,30.430052952824
RAYMOND ROUSSEL,08/01/1995,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),MONTRACHET DR,BATON ROUGE,LA,-90.960625247494,30.357281239462
INTERNATIONAL TECHNICAL IN,05/01/1993,O,,611000,Educational Services,EDUCATIONAL SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.031290981293,30.368628604818
LAKEVIEW  INC,01/01/1995,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),N AIRWAY DR,BATON ROUGE,LA,-91.09901197501,30.467437606943
FLASHPIX INC,08/14/1991,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",JEFFERSON HWY,BATON ROUGE,LA,-91.042907240265,30.39375566662
DUPRES PRINTING & COPYING INC,11/01/1989,O,,339000,Miscellaneous Manufacturing,MANUFACTURING (D),FLORIDA ST,BATON ROUGE,LA,-91.189068453798,30.449407817677
CHECK INTO CASH OF LA INC,12/01/1998,C,11/18/2017,521000,Monetary Authorities,FINANCE & INSURANCE,FLORIDA BLVD,BATON ROUGE,LA,-91.086405501383,30.453883990242
CHECK INTO CASH OF LA INC,12/01/1998,C,11/18/2017,521000,Monetary Authorities,FINANCE & INSURANCE,MAIN ST,BATON ROUGE,LA,-91.167751865595,30.588090526932
CHECK INTO CASH OF LA INC,12/01/1998,C,11/18/2017,521000,Monetary Authorities,FINANCE & INSURANCE,GOVERNMENT ST,BATON ROUGE,LA,-91.135299956041,30.44620706132
RJ JENKINS LLC,02/01/1997,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),JEFFERSON HWY,BATON ROUGE,LA,-91.031307681046,30.387067156569
THE LAMAR CORP,08/01/1991,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),BEAUMONT DR,BATON ROUGE,LA,-91.110432235632,30.468709317434
IT'S REAPING TIME HIGH PRESSURE WASH INC,05/18/1998,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.098770615915,30.380217484624
LANG'S STANDARD SOLUTIONS INC,09/03/1980,O,,325000,Chemical Manufacturing,MANUFACTURING (D),S HARRELL'S FERRY RD,BATON ROUGE,LA,-91.034490368058,30.431988677992
